"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Proposal for Monitoring People of Health Risk Group Using IoT Technologies","M. M. Neto; E. F. Coutinho; L. O. Moreira; J. N. de Souza; N. Agoulmine","IBITURUNA – Research Group in Cloud Computing and Systems; IBITURUNA – Research Group in Cloud Computing and Systems; IBITURUNA – Research Group in Cloud Computing and Systems; Master and Doctorate in Computer Science (MDCC); IBISC/LRSM Lab, University of Evry Val d’Essonne, France","2018 IEEE 20th International Conference on e-Health Networking, Applications and Services (Healthcom)","11 Nov 2018","2018","","","1","6","Internet of Things (IoT) has emerged due to several advances in microelectronics and wireless communication technologies. IoT can be considered as a set of small devices, called smart objects, capable of monitor and act in the environment in which they are inserted. Many research has come up from IoT, such as precision farming, smart cities, healthcare, and wearable. In IoT domain, healthcare has been highlight due to the growing demand of the population for monitoring people belonging to health risk groups. In this paper, we propose an approach for monitoring people who are part of risk groups, for example, sedentary people, using IoT technologies. Our approach monitors users' physiological data through wearable devices and sends this data to a computational cloud. In the cloud, these data are processed, stored and presented to the healthcare professional, who will monitor and establish new activities for the user. In our work, we built a mobile and web applications, and we used collected data from sensors and a dataset of health data.","","978-1-5386-4294-8","10.1109/HealthCom.2018.8531196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8531196","","Biomedical monitoring;Monitoring;Cloud computing;Smart phones;Medical services;Bluetooth;Proposals","","10","","25","IEEE","11 Nov 2018","","","IEEE","IEEE Conferences"
"IoT-Based Real-Time Data Monitoring of a Green House Farm with Offline Monitoring Capability","T. Bhadra; Mujakkir-Ul-Islam; N. Alam","Department of EEE, Faculty of Engineering, American International University-Bangladesh, Dhaka, Bangladesh; Department of EEE, Faculty of Engineering, American International University-Bangladesh, Dhaka, Bangladesh; Department of EEE, Faculty of Engineering, American International University-Bangladesh, Dhaka, Bangladesh","2025 4th International Conference on Robotics, Electrical and Signal Processing Techniques (ICREST)","14 Mar 2025","2025","","","111","116","Greenhouses have transformed modern agriculture by precisely managing the environmental conditions of delicate plant species to promote crop growth. A conceptual and practical framework for a low-cost greenhouse farm monitoring system has been proposed in this paper to track real-time data on greenhouse farms with online and offline both monitoring capabilities. The Internet of Things (IoT) technology has been used to develop a system prototype, which uses two sensors to collect data on environmental factors, including temperature, humidity, heat index, and soil moisture. An ESP32 microcontroller module collects and sends this sensor data to a Raspberry Pi 4 microcomputer, which displays it on a web application. The application is hosted on a local Raspberry Pi server and built with Node.js, a JavaScript runtime environment. The communication between ESP32 and Raspberry Pi is established with REST API (Representational State Transfer Application Programming Interface), a way to connect applications and components in microservices architectures. A highly robust PostgreSQL-based database is used to store the data in Raspberry Pi, which allows the collection of farm data locally without having to connect to any web storage. With an internet connection, data can be monitored from anywhere worldwide using a global server made of Vercel, a cloud-based platform that can host websites and web applications. The local Raspberry pi server would be accessible to the internet through SSH (secure shell) tunneling with Ngrok, a cross-platform application.","","979-8-3315-3095-2","10.1109/ICREST63960.2025.10914444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10914444","IoT;Greenhouse;Precision Agriculture;Soil Moisture;Crop Monitoring;Wireless Sensor Networks;Raspberry Pi;ESP32;DHT-22;Node.js;REST;Vercel;SSH;Ngrok","Temperature sensors;Temperature measurement;Databases;Soil moisture;Prototypes;Greenhouses;Real-time systems;Sensors;Servers;Monitoring","","","","10","IEEE","14 Mar 2025","","","IEEE","IEEE Conferences"
"SoilFertify: An IoT-based Soil Nutrients Detector with Crop Suitability and Fertilizer Recommender System","M. C. Estira; R. N. Monreal","School of Graduate Studies, AMA University, Quezon City, Philippines; School of Graduate Studies, AMA University, Quezon City, Philippines",2025 IEEE 16th Control and System Graduate Research Colloquium (ICSGRC),"18 Sep 2025","2025","","","172","177","This paper presents the development of an IoTbased soil nutrients detector with machine learning-based crop suitability and fertilizer recommender for crops in the Ilocos Region, Philippines. Specifically, the study aimed to develop a prototype device that detects soil parameters; develop a model for crop suitability using machine learning techniques; and develop a mobile and web application that displays the detected soil parameters and recommends the right amount of fertilizer for a specific crop. The researchers employ an applied research design. Android Studio, Java, C#, ASP.net, and MS SQL for mobile and web application development. Based on the result, the prototype device measures seven (7) parameters of the soil condition, such as Nitrogen (N), Phosphorus (P), Potassium (K), Electrical Conductivity (EC), moisture, temperature, and pH level as essential factors of soil fertility. Machine learning techniques such as Random Forest Tree, Decision Tree, and Logistic Regression were employed for crop suitability. The fertilizer recommendation involves key parameters to consider to help balance the soil nutrients of the crop, such as soil nutrient deficiencies, crop nutrient requirements, and fertilizer formulation. Overall, the developed IoT-based solution enables farmers to determine soil health conditions and optimizes fertilizer usage to enhance crop production.","2833-1028","979-8-3315-2700-6","10.1109/ICSGRC65918.2025.11159832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11159832","Crop Suitability;Fertilizer Recommender;IoT;Machine Learning;Soil Nutrients Detector","Temperature measurement;Temperature;Soil measurements;Crops;Prototypes;Detectors;Soil;Nutrients;Random forests;Fertilizers","","","","19","IEEE","18 Sep 2025","","","IEEE","IEEE Conferences"
"Design and implementation of a smart gateway for IoT applications using heterogeneous smart objects","Y. Mesmoudi; M. Lamnaour; Y. E. Khamlichi; A. Tahiri; A. Touhafi; A. Braeken","National School Of Applied Sciences, Abdelmalek Essaâdi University; National School Of Applied Sciences, Abdelmalek Essaâdi University; National School Of Applied Sciences, Abdelmalek Essaâdi University; National School Of Applied Sciences, Abdelmalek Essaâdi University; Department of Electronics and Informatics, Vrije Universiteit Brussel; Department of Electronics and Informatics, Vrije Universiteit Brussel",2018 4th International Conference on Cloud Computing Technologies and Applications (Cloudtech),"13 May 2019","2018","","","1","7","Today, the integration of internet of things in different daily life field, like smart cities, environmental surveillance, health care, precision agriculture and traffic monitoring, etc, is in high increase. Consequently, the need of developing a middleware that plays a role of an intermediate software layer between the sensor hardware and the sensor network applications, and solves issues concerning each connected objects, such as different format of data and the heterogeneity at the network interface level as well as at the operating system. Most of these solutions are proprietary, monopolized by many companies and developed in a vertical way, so it prevents developers from reusing already developed modules. This paper study the existing middleware approaches and describes our proposed solution architecture which tries to deal with the issues cited previously then we conclude with future work following the same research directions.","","978-1-7281-1637-2","10.1109/CloudTech.2018.8713348","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8713348","Middleware;IoT;RESTfull API;SOA","Logic gates;Monitoring;Middleware;Batteries;Companies;Wireless fidelity;Bluetooth","","2","","41","IEEE","13 May 2019","","","IEEE","IEEE Conferences"
"A Feasible IoT-Based System for Precision Agriculture","R. Stojanović; V. Maraš; S. Radonjić; A. Martić; J. Durković; K. Pavićević; V. Mirović; M. Cvetković","Faculty of Electrical Engineering, University of Montenegro and MECOnet, Podgorica, Montenegro; Development sector, Podgorica, Montenegro; Development sector, Podgorica, Montenegro; Development sector, Podgorica, Montenegro; MANT and MECOnet, Podgorica, Montenegro; Development sector, Podgorica, Montenegro; Development sector, Podgorica, Montenegro; Faculty of Agriculture, University of Banja Luka, Banja Luka, Bosnia and Herzegovina",2021 10th Mediterranean Conference on Embedded Computing (MECO),"1 Jul 2021","2021","","","1","4","This paper presents a feasible and a low-cost IoT based monitoring system for precision agriculture, with emphasis to viticulture. A field/crop data are acquired by self-powered measuring station and sent to remote collector, located in the home or office. The collector accepts the data and forward them via home/office WiFi to commercial or open IoT servers (as ThingSpeak) for further visualization, analyze and react back. Using available APIs, any web application on any server can communicate with IoT server, and thus with field station. Every authorized person or farmer, who has computer or gadget with Internet access can monitor parameters of interest and control back associated processes as irrigation or ventilation. Principle of operation, hardware and software architecture as well as preliminary results are shortly elaborated.","2637-9511","978-1-6654-3912-1","10.1109/MECO52532.2021.9460168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460168","IoT;Lora;agriculture;telemonitoring;remote control;node MCU;precision","Cloud computing;Software architecture;Process control;Production;Switches;Ventilation;Servers","","6","","9","IEEE","1 Jul 2021","","","IEEE","IEEE Conferences"
"The IoT-Based Monitoring Systems for Humidity and Soil Acidity Using Wireless Communication","L. Kamelia; Y. S. Nugraha; M. R. Effendi; T. Priatna","Department of Electrical Engineering, UIN Sunan Gunung Djati, Bandung, Indonesia; Department of Electrical Engineering, UIN Sunan Gunung Djati, Bandung, Indonesia; Department of Electrical Engineering, UIN Sunan Gunung Djati, Bandung, Indonesia; Education Faculty, UIN Sunan Gunung Djati, Bandung",2019 IEEE 5th International Conference on Wireless and Telematics (ICWT),"3 Feb 2020","2019","","","1","4","On extensive agricultural land, a system for monitoring the quality of land that is spread over many points and uses data communication wirelessly needs to be made. This will facilitate the initial installation and maintenance of the system. This study aims to create a pH and humidity monitoring system for agriculture’s soil with wireless sensor network technology based on internet of things (IoT). This system consists of two slave nodes and one master node. The master node and slave node use the RF433MHz radio module as a communication tool. Each slave node consists of a soil pH sensor and YL69 sensor to measure soil moisture. All data for each slave node is sent to the master node to be processed and then sent to the database using the Ethernet shield. Data contained in the database will be displayed on a web application that can be accessed anywhere. The maximum range of RF433MHz radio modules in open spaces is capable of receiving data from the transmitter at 50 meters. The monitoring system able to display pH and soil moisture values in real-time with an average error value of the soil pH sensor which is equal to 1.66% and YL69 sensor error average is 1% compared to commercial soil analyzer.","","978-1-7281-4796-3","10.1109/ICWT47785.2019.8978243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8978243","monitoring;pH;radio wave;sensor;soil humidity;YL-69","Wireless communication;Wireless sensor networks;Databases;Soil measurements;Soil moisture;Humidity;Telematics;Main-secondary;Internet of Things;Monitoring","","11","","15","IEEE","3 Feb 2020","","","IEEE","IEEE Conferences"
"Smart Agriculture: Software Platform for Telematics Monitoring in Farm Machinery","D. J. Yeong; K. Panduru; J. Walsh","STEM, IMaR Research Centre, Munster Technological University (MTU), Co. Kerry, Tralee, Ireland; STEM, IMaR Research Centre, Munster Technological University (MTU), Co. Kerry, Tralee, Ireland; STEM, IMaR Research Centre, Munster Technological University (MTU), Co. Kerry, Tralee, Ireland",2024 35th Irish Signals and Systems Conference (ISSC),"29 Jul 2024","2024","","","1","6","Agriculture 4.0, also known as Smart Farming or AgriTech 4.0, signifies a paradigm shift in agribusinesses. It represents the fourth agricultural revolution that uses state-of-the-art and innovative technologies, such as Internet of Things (IoT) and data analysis, to cultivate a sustainable, resilient, and more efficient agricultural practices that can address the ever-growing challenges of the 21st century. This paper proposes the development and implementation of a software system designed to gather, store, and monitor telematics data in farm machinery. By reviewing various software components (front-end and back-end), we aim to provide insights into the key components of the software system and outline a scalable software architecture for monitoring machine telematics in smart farm machinery. Using the proposed software system (web application), users can view historical machine telematics data and monitor the operational performances to optimize farming practices. Furthermore, our system allows real-time alerts to ensure timely intervention and offers potential for integrating predictive analytics to anticipate maintenance needs and improve operational efficiencies.","2688-1454","979-8-3503-5298-6","10.1109/ISSC61953.2024.10602840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10602840","agriculture;smart farming;telematics monitoring;software platform;front-end;back-end;progressive web app","Smart agriculture;Software architecture;Telematics;Software systems;Real-time systems;Maintenance;Internet of Things","","1","","44","IEEE","29 Jul 2024","","","IEEE","IEEE Conferences"
"Smart Agriculture: Combining Crop Recommendation, Yield Prediction, and Environmental Analyzers for Optimized Farming","M. Jaswal; A. Kumari; K. Sangha; D. Arora","B.E - C.S.E., Chandigarh University (CU), Mohali, India; B.E - C.S.E., Chandigarh University (CU), Mohali, India; B.E - C.S.E., Chandigarh University (CU), Mohali, India; B.E - C.S.E., Chandigarh University (CU), Mohali, India",2024 International Conference on Emerging Technologies and Innovation for Sustainability (EmergIN),"21 Apr 2025","2024","","","245","251","Climate changes, resource limitations and demands for sustainable practices has led to significant challenges to modern agriculture. Therefore in order to tackle this, our research addresses these challenges and suggests a system that integrates machine learning models and IoT technologies to predict crop yields and recommend suitable crops based on environmental conditions. Existing approaches lack real time capabilities thus fail to address farmer's decision making needs. To eliminate these challenges, we propose a web-based application that includes high level machine learning models for crop yield recommendation and prediction. The web app features a integrated interface for users to input data or link to IoT-based sensors for real-time evaluation of factors such as humidity, rainfall, soil health, and temperature. The application's constant observation and adjustable functions confirms that insights remain suitable under altering environmental factors. The system analyzes various machine learning models, involving Random Forest, Gradient Boosting, and Support Vector Machines, to determine the most precise and optimized algorithms for prediction tasks. Our models illustrates high accuracy of 97% for crop recommendation and 0.98 value for R2 yield prediction. Incorporating these components, the recommended system enhances crop management decisions, makes resource use more effective, and improves productivity. The research asserts with a discussion of its participation to sustainable farming and highlights future advancements, such as integrating further data sources and high level machine learning techniques.","","979-8-3503-9126-8","10.1109/EmergIN63207.2024.10961623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10961623","crop yield prediction;crop recommendation system;machine learning;web application;real-time analyzer;agriculture optimization;iot integration","Temperature sensors;Productivity;Analytical models;Accuracy;Machine learning;Predictive models;Soil;Real-time systems;Crop yield;Farming","","","","11","IEEE","21 Apr 2025","","","IEEE","IEEE Conferences"
"LoRa Network-Based System for Remote Monitoring of Agricultural Crops","G. Georgiev; I. Beloev; G. Hristov; P. Zahariev","Departament of Telecommunications, University of Ruse, Ruse, Bulgaria; Departament of Transport, University of Ruse, Ruse, Bulgaria; Departament of Telecommunications, University of Ruse, Ruse, Bulgaria; Departament of Telecommunications, University of Ruse, Ruse, Bulgaria",2022 30th National Conference with International Participation (TELECOM),"19 Jan 2023","2022","","","1","4","Smart agriculture is one of the fastest growing fields of Internet of Things. In its essence, it represents measurement of indicators from the agricultural field and their transmission to a centralized server, then a decision can be made to perform a certain automated action based on the received values. In order to measure these parameters, it is necessary for the systems located in the field to be equipped with the required sensors. In order to transmit data from the various agricultural areas to the remote servers, an appropriate network protocol and transmission medium should be selected. For the further processing of the data and the creation of a web-based system for monitoring of the transmitted parameters, a suitable programming environment should be used for data processing. This report describes the development of a comprehensive system for remote monitoring of agricultural crops.","","978-1-6654-8212-7","10.1109/TELECOM56127.2022.10017316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10017316","Smart agriculture;LoRaWAN;IoT;Soil measurement","Soil measurements;Vegetation mapping;Crops;Soil;Particle measurements;Sensor systems;Sensors","","1","","5","IEEE","19 Jan 2023","","","IEEE","IEEE Conferences"
"Smart irrigation using internet of things","B. Khelifa; D. Amel; B. Amel; C. Mohamed; B. Tarek","Dept. of mathematics and computer, Tahri Mohamed University, Bechar, Algeria; Dept. of mathematics and computer, Tahri Mohamed University, Bechar, Algeria; Dept. of mathematics and computer, Tahri Mohamed University, Bechar, Algeria; Dept. of mathematics and computer, Tahri Mohamed University, Bechar, Algeria; Dept. of mathematics and computer, Tahri Mohamed University, Bechar, Algeria",2015 Fourth International Conference on Future Generation Communication Technology (FGCT),"26 Oct 2015","2015","","","1","6","The Algerian economy is currently experiencing a significant deterioration because of its dependence on oil revenues, which drops in prices recently. Therefore, it is necessary to revive the Algerian economy with other important sectors, mainly agricultural sector especially in the south of Algeria. The southern Algeria Contain all necessary conditions for agriculture, which are the large agricultural areas, water resources and good illumination (sunlight).The mismanagement of irrigation water affects negatively the agricultural production of Algeria because of the shortage of irrigation water. Thus, with the benefit of the Internet of Things and the smart technologies, we will propose in this paper a new strategy for smart irrigation in southern Algeria regions, to optimize the water consumption, and to provide a remote control and monitoring for the irrigation system. Tests were realized to prove the validity of our proposed system by using Contiki-Cooja simulator.","2377-2638","978-1-4799-8267-7","10.1109/FGCT.2015.7300252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300252","Agriculture;smart irrigation;Internet of Things;Contiki-Cooja;Coap","Protocols;Irrigation;Sensors;Logic gates;Wireless sensor networks;Internet of things","","41","","21","IEEE","26 Oct 2015","","","IEEE","IEEE Conferences"
"An IoT-based Smart Agriculture Management System: Case Study in the Southern region of Senegal","A. Cisse; O. Diallo; E. H. M. Ndoye; J. J. P. C. Rodrigues; M. Sy","Department of Informatics, University of Assane Seck, Ziguinchor, Senegal; Department of Informatics, University of Assane Seck, Ziguinchor, Senegal; Department of Informatics, University of Assane Seck, Ziguinchor, Senegal; College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, China; Department of Informatics, University of Assane Seck, Ziguinchor, Senegal",2023 8th International Conference on Smart and Sustainable Technologies (SpliTech),"1 Aug 2023","2023","","","1","6","Agriculture has evolved in perfect correlation with modern technologies. Hence, the practices continue to evolve to be in step with the growing food needs. In addition, many factors push to reflect on the improvement of agriculture including climate change, soil decline (due to poor crop rotation), and the retention of natural resources. It is therefore in this context that many countries like Senegal, where agriculture remains traditional, particularly in its southern region, are directing their agricultural system towards intelligence to deal with the challenges of food self-sufficiency to accompany emergence. This paper proposes a real smart agriculture system prototype based on the Internet of Things (IoT) technologies, named MbaïMi. It allows farmers to have real-time advice so that they can secure their decisions. the system can offer farmers a classification of the most suitable crops for a given field to allow the farmers to choose the seeds adapted to the soil for a better yield. Moreover, the application gives farmers who practice irrigated agriculture the possibility to rationally control the management of their water resources by irrigating at the right time when the soil and the crops demand it. The implementation and case studies for validation show that the application facilitates the daily hard work of the farmers in southern Senegal and helps to improve their yield, which is an innovation in the sector of agriculture in Senegal.","","978-953-290-128-3","10.23919/SpliTech58164.2023.10193191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10193191","Internet of Things;smart agriculture;smart farming;automatic irrigation;real prototype","Smart agriculture;Natural resources;Technological innovation;Correlation;Prototypes;Soil;Real-time systems;Climate change","","2","","26","","1 Aug 2023","","","IEEE","IEEE Conferences"
"Smart farm prototype for plant disease detection, diagnosis & treatment using IoT device in a greenhouse","M. H. Jumat; M. S. Nazmudeen; A. T. Wan","Universiti Teknologi Brunei, Brunei Darussalam; Universiti Teknologi Brunei, Brunei Darussalam; Universiti Teknologi Brunei, Brunei Darussalam",7th Brunei International Conference on Engineering and Technology 2018 (BICET 2018),"3 Jun 2019","2018","","","1","4","One common problems faced by farmers is to identify the diseases in plants. Just relying on naked eyes to detect diseases is very difficult. We propose the development of a cost-effective and affordable smart farming prototype that can detect plant diseases in advance and notify farmers so that remedial actions could be taken. Also, a web-based system has been developed to allow the farmers to monitor the status of their plants in the greenhouse. The development of such a smart farming plant disease detection system will allow farmers to have the ability to detect diseases at an early stage of the plants which will minimize yield loss from full-blown disease outbreak in their greenhouse. One important feature of this system is its ability to categorise the Septoria plant disease for which categorizing the stages of the disease outbreak on the leaf is very important. Furthermore, we have demonstrated that machine learning classification algorithm can be used in raspberry pi without losing performance. Based on our tests we also find that random forest classifier with colour histogram is the best combination to be run by this prototype for efficient plant disease detection.","","978-1-83953-002-9","10.1049/cp.2018.1545","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8726970","Internet of things;Machine Learning;Plant Disease;Agriculture;Greenhouse","","","5","","","","3 Jun 2019","","","IET","IET Conferences"
"The Role of Internet of Things in Agriculture","H. J. kaur; Himansh; Harshdeep","Chitkara University Institute of Engineering & Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering & Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering & Technology, Chitkara University, Punjab, India",2020 International Conference on Smart Electronics and Communication (ICOSEC),"7 Oct 2020","2020","","","667","675","Agriculture is important in the overall economic development of a nation. IoT plays a very vital role in the field of agriculture. IoT is a network of interconnected devices via the internet that transfer information without human intervention. IoT technology collaborates to alter traditional agricultural practices and helps farmers in doing smart farming. The paper focus on presenting a review of various IoT technology worked on literature to help farmers and lead to smart farming. The paper discusses various hardware and software used to implement IoT technology, their role sensors in agriculture. It presents major sensors like Humidity Temperature sensor, Soil Moisture, LDR, LM35 Sensor helps farmers in improving productivity, efficiency and also reduce the time and cost of farmers as human involvement is decreased. Farmers can monitor their fields through their smartphones at any time from anywhere.","","978-1-7281-5461-9","10.1109/ICOSEC49089.2020.9215460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9215460","Agriculture;IoT;sensor;penetrometer;thermistor","Agriculture;Drones;Temperature sensors;Monitoring;Intelligent sensors;Soil","","8","","31","IEEE","7 Oct 2020","","","IEEE","IEEE Conferences"
"Towards A Decision Support System for Farm Precision","W. Jirapanthong; K. Sukwinya; B. Poolsawas","College of Creative Design and Entertainment Technology, Dhurakij Pundit University, Bangkok, Thailand; College of Creative Design and Entertainment Technology, Dhurakij Pundit University, Bangkok, Thailand; College of Creative Design and Entertainment Technology, Dhurakij Pundit University, Bangkok, Thailand",2024 8th International Conference on Information Technology (InCIT),"30 Dec 2024","2024","","","144","149","This research addresses challenges in agriculture arising from climate change and unpredictable environments, which significantly impact crop production. We propose a framework to tackle these challenges using machine learning for pest identification. The framework consists of three parts: i) Data Collection: we utilize Arduino and TensorFlow to capture images of insects in the field. TensorFlow processes the images using a trained machine learning algorithm to identify insect characteristics like type, species, and location. Additionally, TensorFlow is used to generate new pest images to enrich the training dataset. ii) Machine learning model development: a random forest model is used to identify existing insects. The model's performance is evaluated using precision, recall, and accuracy metrics. Results show high accuracy (93.33%) across different insect classes. And iii) web application development: the trained model is integrated into a web application to identify pests from user-uploaded images. This information can be used to automate a pesticide spraying system for targeted pest control. Additionally, this research contributes to precision agriculture by offering a framework for pest identification and supporting the development of automated spraying systems, potentially reducing pesticide overuse and environmental impact.","","979-8-3503-6630-3","10.1109/InCIT63192.2024.10810569","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10810569","Decision Support System;Machine Learning;Random Forest;Smart Farming;IOT","Training;Precision agriculture;Measurement;Accuracy;Insects;Spraying;Pesticides;Production;Pest control;Random forests;Climate change;Decision support systems;Farming","","","","11","IEEE","30 Dec 2024","","","IEEE","IEEE Conferences"
"Smart Agriculture with Supply Chain Transparency Using Blockchain Technology","S. M; K. K","Department of Computer Application, Hindustan Institute of Technology and Science, Chennai, Tamilnadu; Department of Computer Application, Hindustan Institute of Technology and Science, Chennai, Tamilnadu",2025 9th International Conference on Inventive Systems and Control (ICISC),"13 Oct 2025","2025","","","14","19","Smart agriculture is one of the key facilitators of change whereby high technologies are integrated into farming practices and thus food production systems. The paper discusses the introduction of blockchain technology in ensuring transparency in the smart agriculture supply chain. We introduce a decentralized model whereby cold storage hubs are placed at every 10-km interval so as to preserve perishable goods. These hubs are linked to a blockchain-enabled web application (DApp) that allows the stakeholders, i.e. farmers, transporters, distributors, and consumers, to track real-time recording and movement of agricultural products without depending on centralized mediators. In contrast to traditional web applications, this decentralized application (DApp) can interact with the blockchain ledger directly to ensure that all records, transactions, and movements of products are secured, immutable, and transparent. Data recording on the blockchain platform will include crop production, storage conditions, transportation timelines, and delivery details in order to ensure trust and accountability across the supply chain. Smart contracts automate critical operations such as product registration, payment release, and quality confirmation, eliminating the chance of manual errors and fraudulent acts. Transparency provided by this blockchain platform helps to reduce inefficiencies and risks of spoilage, thus ensuring food safety. By integrating blockchain with cold storage infrastructures, this project will provide novel solutions to the problems associated with postharvest handling of perishable agricultural commodities through maintaining their quality, freshness, and traceability. Moreover, the decentralized structure of the DApp provides a platform for fair and direct trade, enhancing market access, thus reducing losses for farmers. This model could transform agricultural supply chains, especially for the benefit of small and medium farmers, by providing them a set of tools to facilitate transparent, secure, and automated supply chain management.","","979-8-3315-1247-7","10.1109/ICISC65841.2025.11188359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11188359","Blockchain & Smart Contracts;IoT (Internet of Things);Supply Chain Transparency;Cold Storage Monitoring;Automated Transactions;Decentralized Ledger Traceability","Smart agriculture;Supply chains;Smart contracts;Production;Decentralized applications;Real-time systems;Blockchains;Recording;Stakeholders;Internet of Things","","","","19","IEEE","13 Oct 2025","","","IEEE","IEEE Conferences"
"Design and Implementation of a Digital Twin Platform in Vertical Farming Systems","T. -H. Ko; H. -M. Lee; D. -H. Noh; C. JuHwan; S. -W. Byun","IT Application Research Center, Jenbuk Regional Branch, Korea Electronics Technology Institute (KETI), Jeonju, Republic of Korea; IT Application Research Center, Jenbuk Regional Branch, Korea Electronics Technology Institute (KETI), Jeonju, Republic of Korea; IT Application Research Center, Jenbuk Regional Branch, Korea Electronics Technology Institute (KETI), Jeonju, Republic of Korea; IT Application Research Center, Jenbuk Regional Branch, Korea Electronics Technology Institute (KETI), Jeonju, Republic of Korea; SMEs Innovation Support Center, Jenbuk Regional Branch, Korea Electronics Technology Institute (KETI), Jeonju, Republic of Korea",2022 Thirteenth International Conference on Ubiquitous and Future Networks (ICUFN),"20 Jul 2022","2022","","","366","368","This paper proposes the framework design of a digital twin system on the real scale of a vertical farm. Specifically, in this paper, we design the system as the three-part of modules, 1) node of a real vertical farm, 2) gateway of a real vertical farm, 3) virtual world of the vertical farm as a digital twin server. We also choose to use the Eclipse Ditto framework, which is commonly used as an open-source in the digital twin. Finally, we implement the prototype of a digital twin system and tested it from 1 Jan to 31 Dec 2021.","2165-8536","978-1-6654-8550-0","10.1109/ICUFN55119.2022.9829694","Technology Development; Rural Development Administration; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9829694","Digital Twin;Vertical Farm;Simulation;Eclipse Ditto;IoT","Smart agriculture;Prototypes;Logic gates;Production facilities;Digital twins;Servers;Open source software","","14","","6","IEEE","20 Jul 2022","","","IEEE","IEEE Conferences"
"Smart Agricultural System Using Machine Learning to Predict Rainfall and Conserve Water for Irrigation","P. S; K. S; L. R; J. P. J; G. I. Mary; A. Julian","School of Electronics Engineering, Vellore Institute of Technology, Vellore, India; School of Electronics Engineering, Vellore Institute of Technology, Vellore, India; School of Electronics Engineering, Vellore Institute of Technology, Vellore, India; School of Electronics Engineering, Vellore Institute of Technology, Vellore, India; School of Electronics Engineering, Vellore Institute of Technology, Vellore, India; Computer Science and Engineering, Saveetha Engineering College, Chennai, India",2024 4th International Conference on Sustainable Expert Systems (ICSES),"3 Dec 2024","2024","","","734","741","The primary objective of this research is to conserve water through smart agriculture, by employing the Random Forest algorithm to predict rainfall. By avoiding unnecessary irrigation on rainy days, this system conserves water. The proposed method works on both hardware and software. The hardware comprises two boards, one of which is the ESP8266 for wireless connectivity to the internet, while the other utilizes an Arduino microcontroller with additional sensors to track soil moisture, temperature, and humidity of the farming land. The software is a website developed using the Random Forest algorithm for rain prediction. The project integrates hardware and software by providing the sensor outputs through the website to the machine learning model for rain prediction. If rain is predicted, land water utilized for farming is conserved. With an accuracy of 88.5%, Random Forest predicts rain on that day, whereas the other models give an accuracy of 83%. The Random Forest algorithm also outperforms logistic regression used for rain prediction, resulting in more accurate predictions.","","979-8-3315-4036-4","10.1109/ICSES63445.2024.10763089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10763089","Smart agriculture;Water conservation;Machine learning;Artificial intelligence;Rain prediction","Temperature sensors;Rain;Accuracy;Software algorithms;Water conservation;Prediction algorithms;Software;Hardware;Sensors;Random forests","","","","15","IEEE","3 Dec 2024","","","IEEE","IEEE Conferences"
