"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Enabling Automated Integration Testing of Smart Farming Applications via Digital Twin Prototypes","A. Barbie; W. Hasselbring; M. Hansen","Software Engineering Group, Christian-Albrechts-University, Kiel, Germany; Software Engineering Group, Christian-Albrechts-University, Kiel, Germany; Software Engineering Group, Christian-Albrechts-University, Kiel, Germany",2023 IEEE Smart World Congress (SWC),"1 Mar 2024","2023","","","1","8","Industry 4.0 represents a major technological shift that has the potential to transform the manufacturing industry, making it more efficient, productive, and sustainable. Smart farming is a concept that involves the use of advanced technologies to improve the efficiency and sustainability of agricultural practices. Industry 4.0 and smart farming are closely related, as many of the technologies used in smart farming are also used in Industry 4.0. Digital twins have the potential for cost-effective software development of such applications.With our Digital Twin Prototype approach, all sensor interfaces are integrated into the development process, and their inputs and outputs of the emulated hardware match those of the real hardware. The emulators respond to the same commands and return identically formatted data packages as their real counterparts, making the Digital Twin Prototype a valid source of a digital shadow, i.e. the Digital Twin Prototype is a prototype of the physical twin and can replace it for automated testing of the digital twin software. In this paper, we present a case study for employing our Digital Twin Prototype approach to automated testing of software for improving the making of silage with a smart farming application.Besides automated testing with continuous integration, we also discuss continuous deployment of modular Docker containers in this context.","","979-8-3503-1980-4","10.1109/SWC57546.2023.10449240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10449240","Smart Farming;Agricultural Machinery;Digital Twin Prototypes;Automated Testing;Continuous Integration","Smart agriculture;Prototypes;Software;Hardware;Digital twins;Fourth Industrial Revolution;Testing","","2","","19","IEEE","1 Mar 2024","","","IEEE","IEEE Conferences"
"Open Lora Design and Implementation For IoT","D. K. Yadav; T. A. V. M; M. Aadil","Maharishi School of Engineering & Technology, Maharishi University of Information Technology, Uttar Pradesh, India; Department of Electronics and Communication Engineering, Presidency University, Bangalore, Karnataka, India; Department of Computer Science and Information Technology, Jain (Deemed to be University), Bangalore, India","2023 International Conference on Power Energy, Environment & Intelligent Control (PEEIC)","13 Mar 2024","2023","","","822","826","As an effective low-power wide-area (LPWA) connection that enables energy-efficient gadgets to build an affordable connection across huge regions, the Long Range (LoRa) networking is gaining appeal. This article provides users with a strong basis for numerous IoT applications by outlining a practical method for building and implementing a private LoRa network. Typical LoRa network-based scenarios are examined before we show the LoRa system's structure and describe the functions of every component. In addition, we provide a thorough examination of the equipment conception and development of the LoRa The Gateway, which serves as a link amongst LoRa terminals to the LoRa net administration. Notably, we provide an improved software design for the LoRa servers as well as make its free to download software source code accessible on GitHub as a noteworthy contribution. This design provides flexibility and adaptability by segmenting the LoRa networking server into five separate modules and implementing a message system based on information streaming for inter-module interaction. The performance of the LoRa network is thoroughly tested in the paper's conclusion in real-world settings.","","979-8-3503-5776-9","10.1109/PEEIC59336.2023.10451093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10451093","LoRa network;IoT applications;LPWA connection;LoRa Node;LoRa Gateway;LoRa Network Server;Equipment conception;Software design;Microservices and IoT possibilities","Industries;Software design;Source coding;Urban areas;LoRa;Logic gates;Software;Internet of Things;Servers;Software development management","","2","","26","IEEE","13 Mar 2024","","","IEEE","IEEE Conferences"
"Pathways for Security of Embedded System: Issues and Challenges","S. K. Diwaker; P. K. Chaurasia; M. Khaliq","Dept. of Computer Science and Information Technology, Khwaja Moinuddin Chishti Language, Lucknow, India; Dept. of Information Technology, Babasaheb Bhimrao Ambedkar Central University, Lucknow, India; Dept. of Computer Science and Information Technology, Khwaja Moinuddin Chishti Language, Lucknow, India",2024 Second International Conference Computational and Characterization Techniques in Engineering & Sciences (IC3TES),"17 Feb 2025","2024","","","1","5","In today's scenario, security threats are increasing day by day as technology. Security breaches not only affect financial loss but also affect the trustworthiness and integrity of the software design and embedded software development industry. These breaches directly affect the security attributes. The objective of security in an embedded system is to protect the device from vulnerable attributes. The aim of this paper, identify challenges in embedded systems applied in various applications, research gaps, and untouched areas to discover possible parameters for sustainable devices.","","979-8-3503-6469-9","10.1109/IC3TES62412.2024.10877516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10877516","Healthcare;Device Manager;Internet of Medical Things;Cyber security;Authenticity;Authorization;Access Control","Embedded systems;Software design;Protocols;Medical services;Quality of service;Computer architecture;Software reliability;Security;Internet of Things;Resource management","","","","36","IEEE","17 Feb 2025","","","IEEE","IEEE Conferences"
"Development of Prototype Smart Control Systems to Support IoT and LoRA-Based Smart Farming in Smart Agriculture Applications","R. Hartono; R. E. Fata; R. F. Ulwan; R. J. Nur Iman; N. R. Perdana; R. C. Wulan","Department of Informatic Engineering Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatic Engineering Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatic Engineering Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatic Engineering Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatic Engineering Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia; Department of Informatic Engineering Vocational School, Universitas Sebelas Maret, Surakarta, Indonesia","2022 1st International Conference on Smart Technology, Applied Informatics, and Engineering (APICS)","25 Oct 2022","2022","","","186","190","Indonesia is an agrarian country; it can be seen from the extent of agricultural land in Indonesia, which has enormous potential. However, managing such an area of land is not optimal if farmers only work on it. The quality of agricultural products depends on the experience and instincts of farmers in understanding the land conditions and crops. Of course, these results are less when compared with the calculated calculations. We are here to help farmers manage their agricultural land from these problems. Iotanic offers products in the form of IoT devices that can monitor and automate agricultural land. With the precision farming method, the monitoring data will be precise, and the execution of agricultural management will become more precise and automated thanks to the resulting data. The manufacture of the product starts by analyzing the device's needs to be produced. These needs are in the form of hardware development needs in the form of IoT devices and software development in the form of applications. This analysis develops the device into a prototype product ready to be tested. These activities will produce IoT products and software to help farmers manage their agricultural land. To be able to produce these devices, production costs and the value of products/services are required funds amounting to 24,998,200.00","","978-1-6654-8985-0","10.1109/APICS56469.2022.9918778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9918778","IoT;LoRA;Agricultural;Farmers","Smart agriculture;Prototypes;Crops;Production;Software;Hardware;Internet of Things","","2","","8","IEEE","25 Oct 2022","","","IEEE","IEEE Conferences"
"Co-design of an Agricultural Management Application for Small-Scale Farmers","V. Hashiyana; N. Suresh; T. Haiduwa; D. MBEWE; M. M. Ujakpa","University of Namibia, 340 Mandume Ndemufayo Ave, Pionierspark, Windhoek, Namibia; University of Namibia, 340 Mandume Ndemufayo Ave, Pionierspark, Windhoek, Namibia; University of Namibia, 340 Mandume Ndemufayo Ave, Pionierspark, Windhoek, Namibia; University of Namibia, 340 Mandume Ndemufayo Ave, Pionierspark, Windhoek, Namibia; International University of Management, 21 - 31, Hercules Street, Windhoek, Namibia",2020 IST-Africa Conference (IST-Africa),"20 Jul 2020","2020","","","1","7","Most African farm homesteads are seeing a steady sub-division of their land that sheds light on small-scale farming. Small-scale farmers are poised to be significant economic drivers in developing countries in Africa. Hence, indicative of the potential in smart farming applications. This research aimed at providing appropriate farming practices information through co-designing an Agricultural Management Application that would maximize small-scale farmer's crop production. Reviewing relevant literature and applying an experimental design approach, the Agricultural Management Application was developed in this research. The results of the study were satisfactory as the application developed was deemed useful and informative by local farmers. Since only a few crops were listed on the application currently in use, it is further recommended that more crops be added to this mobile application. This will allow farmers to expand their scope of participation and the use of the application.","2576-8581","978-1-905824-65-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9144024","Co-design;Small-scale farmers;Android-based application;Crops;Agricultural information and Agricultural management application","Agriculture;Mobile applications;Testing;Software;Smart phones;Production;Electronic mail","","","","12","","20 Jul 2020","","","IEEE","IEEE Conferences"
"IoT System Design for Agro-Tourism","T. Ganokratanaa; P. Pramkeaw; M. Ketcham; N. Chumuang; W. Yimyam; P. Timted","Applied Computer Science Program King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; Media Technology Program King Mongkut’s University of Technology Thonburi, Bangkok, Thailand; Dept. of Information Technology Management, King Mongkut's University of Technology North Bangkok, Bangkok, Thailand; Dept. of Digital Media Technology, Muban Chombueng Rajabhat University, Ratchaburi, Thailand; Dept. of Business Information Management, Phetchaburi Rajabhat University, Phetchaburi, Thailand; Dept. of Information Technology Management, King Mongkut's University of Technology North Bangkok, Bangkok, Thailand",2021 18th International Joint Conference on Computer Science and Software Engineering (JCSSE),"27 Jul 2021","2021","","","1","6","Agro-Tourism is another form of tourism in which the visitors can gain both enjoyment and knowledge. It covers various types of agriculture, including garden, herb, livestock, aquaculture facility, and pet farm. In modern technology, Agro-Tourism can be improved as a smart farm with the intelligent system design using the Internet of Things (IoT) to help care for crops. It also can be applied with educational institutions for research and agricultural production and development. Our proposed IoTs system helps to increase the convenience of farmers as the experimental results show that we achieve good performance with a 98% accuracy rate.","2642-6579","978-1-6654-3831-5","10.1109/JCSSE53117.2021.9493826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9493826","intelligent;IoT;Agro-Tourism;prototype;design","Temperature sensors;Temperature measurement;Soil;Water pumps;Sensor systems;Sensors;Temperature control","","30","","16","IEEE","27 Jul 2021","","","IEEE","IEEE Conferences"
"Evaluating LoRaWAN performance in intentional and unintentional DoS attacks by legacy 900MHz network devices","S. Bang; J. Jang; M. Ro; Y. Choi; D. Kwon; K. Lee; A. Smith","School of Computer Science and Engineering, Chung-Ang University, Seoul, Korea; School of Computer Science and Engineering, Chung-Ang University, Seoul, Korea; School of Computer Science and Engineering, Chung-Ang University, Seoul, Korea; Department of Software Engineering, Chonnam National University, Gwangju, Korea; School of Computer Science and Engineering, Kyungpook National University, Daegu, Korea; Department of Computer and Information Technology, Purdue University, Indiana, United States; Department of Computer and Information Technology, Purdue University, Indiana, United States",2023 6th International Conference on Advanced Communication Technologies and Networking (CommNet),"22 Dec 2023","2023","","","1","7","The deployment of LoRaWAN on the Internet of Things (IoT) has increased since its advent and LoRaWAN now predominates the IoT market over other Low Powered Wide Area Networks (LPWAN). However, since LoRaWAN uses Chirp Spread Spectrum (CSS), it is susceptible to wideband jamming attacks. In this paper, we demonstrate with experiments and concrete numerical results that jamming US915 LoRaWAN frequency is possible by the usual data transmission and reception process of 900MHz Canopy, one of the legacy 900MHz network device. Intentional attack is possible in the same manner. The experiments emulate the real-world environment operated in medical and agriculture industries, in outdoor and indoor conditions, respectively. In addition, this paper introduces and utilizes the novel metric, Jamming Effect (JE), that indicates the network performance of wireless networks that spread the data on air.","2771-7402","979-8-3503-2939-1","10.1109/CommNet60167.2023.10365253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10365253","Internet of Things;LoRa;LoRaWAN;security;risk assessment;vulnerability;radio frequency;Chirp Spread Spectrum (CSS);canopy;jamming;Denial of Service","Performance evaluation;Wireless networks;RF signals;Physical layer;Security;Internet of Things;Data communication","","","","26","IEEE","22 Dec 2023","","","IEEE","IEEE Conferences"
"Soil Analysis Software Tool for Smart Control of Agronomic Data","V. Satsyk; O. Mekush; N. Lishchyna; N. Khrystynets; L. Gumeniuk; L. Korobchuk","Technologies Department, Automation and Computer-Integrated, Lutsk National Technical University, Lutsk, Ukraine; Faculty of Informations Technologies and Mathematic, Lesya Ukrainka Volyn National University, Lutsk, Ukraine; Software Engineering Department, Lutsk National Technical University, Lutsk, Ukraine; Computer Engineering and Cyber Security Department, Lutsk National Technical University, Lutsk, Ukraine; Technologies Department, Automation and Computer-Integrated, Lutsk National Technical University, Lutsk, Ukraine; Ecology and Agronomy Department, Lutsk National Technical University, Lutsk, Ukraine",2022 12th International Conference on Advanced Computer Information Technologies (ACIT),"12 Oct 2022","2022","","","364","368","in this paper we develop system approach for obtaining, analysing and managing the agronomic parameters of the soil based on software and hardware IT-complex. The developed tool Soil Analysis Software Tool (S.A.S.T) is aasigned for measuring soil parameters with the possibility of integration into the system of research and online recommendations for optimization of consumables. Presented results makes a significant contribution to the concept of precision agriculture technic as farming IT model based on observing, control, detection regarding to inter and/or intra-field productive variability.","2770-5226","978-1-6654-1050-2","10.1109/ACIT54803.2022.9913133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9913133","Soil Analysis Software;Smart Agriculture;Design Systems;Reliability;Software Tool","Decision support systems;Soil measurements;Soil;Agriculture;Hardware;Software measurement;Software tools","","2","","22","IEEE","12 Oct 2022","","","IEEE","IEEE Conferences"
"On the Integrated Professional Practice in a Computing Course Towards Innovation","F. Rossi; P. Souza; J. Mombach; T. Ferreto","Federal Institute of Education, Science and Technology Farroupilha, Alegrete, Brazil; Pontifical Catholic University of Rio Grande do Sul (PUCRS), Porto Alegre, Brazil; Federal Institute of Education, Science and Technology of Brasilia (IFB), Brasilia, Brazil; Pontifical Catholic University of Rio Grande do Sul (PUCRS), Porto Alegre, Brazil",2019 IEEE 19th International Conference on Advanced Learning Technologies (ICALT),"2 Sep 2019","2019","2161-377X","","242","246","The integration of disciplines in higher technology courses is a significant challenge. Sometimes the student can not visualize the correlations between different knowledge in the direction of a complete formation. This paper shows an integrated professional practice that relies on an innovation discipline to discover and prospect new technological products. From this, technical disciplines can focus on developing such products, having as supporting the knowledge and capacities determined in their curricula. The results show that students were able to develop products that aligned with local and regional problems, as well as open up a possibility for the creation of startups based on the developed products.","2161-377X","978-1-7281-3485-7","10.1109/ICALT.2019.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8820912","curriculum proposal, discipline integration, technological innovation","Education;Technological innovation;Proposals;Software;Agriculture;Internet of Things;Sensors","","","","24","IEEE","2 Sep 2019","","","IEEE","IEEE Conferences"
"Solar-Powered Arduino-Uno Automation System for Smart Watering and Lighting of Tomato Plants","K. A. Bakon; S. N. C. Imamah; W. H. W. Basri; K. L. T. Aik","Faculty of Information Sciences and Engineering MSU, Shah Alam, Malaysia; Faculty of Information Sciences and Engineering MSU, Shah Alam, Malaysia; Faculty of Information Sciences and Engineering MSU, Shah Alam, Malaysia; Faculty of Information Sciences and Engineering MSU, Shah Alam, Malaysia",2025 IEEE 16th Control and System Graduate Research Colloquium (ICSGRC),"18 Sep 2025","2025","","","36","41","This paper aims to transform the cultivation process of tomato plants by incorporating advanced automation technology. By leveraging Arduino-Uno microcontrollers and solar panels, the proposed system automates watering and lighting processes, ensuring optimal growth conditions for tomato plants. The methodology adopted Agile software development with the Scrum framework, complemented by primary data collection through calibrated soil moisture and rain sensors, and secondary data on optimal tomato growth conditions. Testing revealed a low mean error of $2.88 \%$ for soil moisture sensor accuracy and successful functionality across all six mobile application test cases, confirming reliable remote monitoring. This innovative approach not only streamlines cultivation and reduces manual labor but also promotes sustainability through solar energy and enables precision farming. The system contributes significantly to addressing challenges in manual plant care and environmental impact, offering a sustainable, efficient, and scalable solution for modern agricultural practices..","2833-1028","979-8-3315-2700-6","10.1109/ICSGRC65918.2025.11159806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11159806","Arduino-Uno;Automation;Watering;Lighting;Tomato Plants;Solar Pannels;Cultivation","Automation;Plants (biology);Soil moisture;Lighting;Solar energy;Manuals;Sensors;Solar panels;Sustainable development;Farming","","","","20","IEEE","18 Sep 2025","","","IEEE","IEEE Conferences"
"Smart Phone Based Mobile Code Dissemination for Heterogeneous Wireless Sensor Networks","O. Faruk; X. Zhong; Y. Liang; X. Liang","Dept. of Computer and Information Science, Indiana University, Purdue University, Indianapolis, USA; Dept. of Computer and Information Science, Indiana University, Purdue University, Indianapolis, USA; Dept. of Computer and Information Science, Indiana University, Purdue University, Indianapolis, USA; Dept. of Civil and Environmental Engineering, University of Pittsburgh, Pittsburgh, USA","2019 IEEE 10th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)","13 Feb 2020","2019","","","1096","1102","Low-power Wireless Sensor Networks (WSNs) are being widely used in various outdoor applications including environmental monitoring, precision agriculture, and smart cities. WSN is a distributed network of sensor devices where the software running on the sensor devices defines how the devices should operate. In real-world WSN deployments, sensor node's software update is required to fix bugs and maintain optimal operation. In this paper, we present a novel mobile code dissemination tool based on smart phone running on Android Operating System for heterogeneous WSN reprogramming. Our implementation builds upon Mobile Deluge with new enhancements and more convenient mobile code dissemination tool in practice. We have evaluated our application performance on Android platform, and validated our mobile tool with a real-world outdoor low-power heterogeneous WSN deployment, demonstrating its practical merit.","","978-1-7281-3885-5","10.1109/UEMCON47517.2019.8993104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8993104","wireless sensor networks;Internet of Things;over-the-air reprogramming;heterogeneous networks;energy efficiency;mobile tool","Precision agriculture;Wireless sensor networks;Codes;Smart cities;Wireless networks;Operating systems;Mobile communication;Software;Internet of Things;Smart phones","","","","22","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"From Digital Twins to Digital Twin Prototypes: Concepts, Formalization, and Applications","A. Barbie; W. Hasselbring","Software Engineering Group, Kiel University, Kiel, Germany; Software Engineering Group, Kiel University, Kiel, Germany",IEEE Access,"31 May 2024","2024","12","","75337","75365","The transformation to Industry 4.0 also transforms the processes of developing intelligent manufacturing production systems. Digital twins may be employed to advance the development of these new (embedded) software systems. However, there is no consensual definition of what a digital twin is. In this paper, we provide an overview of the current state of the digital twin concept and formalize the digital twin concept using the Object-Z notation. This formalization includes the concepts of physical twins, digital models, digital templates, digital threads, digital shadows, digital twins, and digital twin prototypes. The relationships between all these concepts are visualized as class diagrams using the Unified Modeling Language. Our digital twin prototype approach supports engineers in the development and automated testing of complex embedded software systems. This approach enables engineers to test embedded software systems in a virtual context without the need of a connection to a physical object. In continuous integration/continuous deployment pipelines, such digital twin prototypes can be used for automated integration testing and, thus, allow for an agile verification and validation process. In this paper, we demonstrate and report on the application and implementation of a digital twin using the example of two real-world field studies (ocean observation systems and smart farming). For independent replication and extension of our approach by other researchers, we provide a laboratory study published open source on GitHub.","2169-3536","","10.1109/ACCESS.2024.3406510","Deutsche Forschungsgemeinschaft (DFG) through Open Access Publikationskosten; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10540125","Cyber-physical systems;embedded software systems;digital twin prototypes;automated testing;continuous integration","Digital twins;Unified modeling language;Embedded software;Testing;NASA;Mathematical models;Industrial Internet of Things;Cyber-physical systems;Testing;Automatic testing","","24","","68","CCBY","28 May 2024","","","IEEE","IEEE Journals"
"IOT for smart farm: A case study of the Lingzhi mushroom farm at Maejo University","O. Chieochan; A. Saokaew; E. Boonchieng","Faculty of Science, Lampang Rajabhat University, Lampang, Thailand; Faculty of Science, Lampang Rajabhat University, Lampang, Thailand; Department of Computer Science, Chiang Mai University, Chiang Mai, Thailand",2017 14th International Joint Conference on Computer Science and Software Engineering (JCSSE),"7 Sep 2017","2017","","","1","6","This research aims to prototype a smart Lingzhi mushroom farm. This research applied the use of IOT with a sensor to measure and monitors the humidity in the Lingzhi mushroom farm. The humidity data processed through NETPIE was developed and provided by NECTEC as a free service for IOT. Humidity data was stored into a NET FEED (a sub service from NETPIE) and displayed on mobile devices and computers through NET FREEBOARD (another sub service of NETPIE). This research also controlled sprinkler and fog pumps automatically and the functional status (switching on and off for periods of time) pushes notifications through LINE API on the LINE Application. The equipment and tools used in this research were NodeMCU, humidity sensor, RTC (real time clock), relay module, sprinkler and fog pumps. C++ and Node.JS were used as programming. The services and protocol used were NETPIE (Network Platform for internet of everything) with subservices such as NETPIE FEED, NETPIE FREEBOARD, and NETPIE REST API. The results of the research showed that using IOT with the sensor enhanced the prototype of smart farming.","","978-1-5090-4834-2","10.1109/JCSSE.2017.8025904","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8025904","IOT;NETPIE;LINE API","Humidity;Temperature measurement;Temperature sensors;Protocols;Humidity measurement;Cloud computing;Monitoring","","38","","12","IEEE","7 Sep 2017","","","IEEE","IEEE Conferences"
"Design of a Smart Vertical Farming System Using Image Processing","S. Duman; A. Elewi","Software Engineering Department, Toros University, Mersin, Turkey; Computer Engineering Department, Mersin University, Mersin, Turkey",2022 2nd International Conference on Computing and Machine Intelligence (ICMI),"5 Sep 2022","2022","","","1","5","With the rapid increase in the world population day by day, the demand for food is also increasing at the same rate. In order to meet this demand, agricultural activities are also increasing and new agricultural areas are needed. The drought, which emerged with the effects of global warming, reduces the productivity of arable land. For this reason, new agricultural solutions are sought to make agriculture more efficient and productive using state-of-the-art technologies. In this study, a smart system for vertical farming, which is one of the contemporary agricultural solutions, is designed to determine whether the plants are ripe for harvesting or not according to their color using image processing methods. The system was able to successfully decide whether the plant can be harvested or not according to an index value obtained from the input image after some processing steps.","","978-1-6654-7483-2","10.1109/ICMI55296.2022.9873728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9873728","vertical farming;image processing;smart agriculture;raspberry pi","Temperature sensors;Smart agriculture;Temperature distribution;Data analysis;Image color analysis;Plants (biology);Sociology","","6","","21","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"The M2M Connectivity Framework: Towards an IoT Landscape","S. -W. Yang; Y. -K. Chen","Intel Labs, National Taiwan University, Taipei, Taiwan; Intel Labs, National Taiwan University, Taipei, Taiwan","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing","12 Dec 2013","2013","","","572","579","As the Internet, in due course, developed, more and more computing devices became connected, in particular mobile devices. The internet-of-things (IoT) is emerging and well underway, and the majority of internet traffic will be dominated by things rather than by computers built to fit the needs of humans. Connectivity is a prerequisite to machine-to-machine (M2M) communications featuring many-to-many, low-power, quality-of-service (QoS), fail over, multi-radio, multi-transport and orders of magnitude more nodes than the conventional counterpart, which makes management become extremely difficult. Development, adoption, and implementation of connectivity middleware are necessitated to facilitate the growth of M2M applications, and bring us closer to the IoT vision. The contribution of the paper is two-fold. First, it offers the methodological lessons learned for addressing the connectivity in the internet of things. Second, it provides insight for deploying an IoT platform in the real world for things of diverse nature.","","978-0-7695-5046-6","10.1109/GreenCom-iThings-CPSCom.2013.108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6682122","connectivity;framework;middleware;M2M;IoT","Wireless communication;IEEE 802.11 Standards;Internet;Local area networks;Security;Communication system security;Quality of service","","2","","23","IEEE","12 Dec 2013","","","IEEE","IEEE Conferences"
"Research on High Accuracy Positioning System Based on SIM Card","Y. Li; X. Ren; Y. Yang; K. We","China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; China Mobile IOT Company Limited, Chongqing, China; China Mobile Shanghai Industrial Research Institute, Shanghai, China",2023 8th International Conference on Intelligent Computing and Signal Processing (ICSP),"19 Sep 2023","2023","","","402","405","In recent years, high Accuracy positioning technology has empowered many IoT(Internet of Things) applications, including bicycle-sharing, autopilot, surveying and mapping, etc. Position information with higher precision at sub-meter and centimeter levels is used in scenarios requiring refined operation and management, realizing the overall intelligent upgrade. The terminal needs to have better performance and larger storage capacity to support high precision positioning capability, which means the hardware itself need high requirements. In addition, it also poses a challenge to the professional technology of terminal manufacturers when transforming the terminal. The above issues bring great difficulties to some low-cost terminals and makes them unable to use high precision positioning services. In this paper, we propose a solution to realize high accuracy positioning system based on SIM card. Relying on the characteristics of SIM card, with small modifications to the module and MCU the terminal can realize high accuracy positioning technology capability. This proposal has the advantages of low integration threshold and high flexibility, thus solving the pain point that mentioned above. We will continue to optimize the functions and performance based on this solution in more application scenarios to lower the threshold of high accuracy positioning and provide better support for more fields.","","979-8-3503-0245-5","10.1109/ICSP58490.2023.10248621","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10248621","high accuracy positioning;SIM card;low cost terminal;lower threshold of use","Industries;Costs;Pain;Prototypes;Signal processing;Hardware;Autopilot","","","","7","IEEE","19 Sep 2023","","","IEEE","IEEE Conferences"
"IoT and big data in animal farming","N. Valov; T. Mladenova; I. Valova","Department of Automatics and Mechatronics, University of Ruse, Ruse, Bulgaria; Department of Computer Systems and Technologies, University of Ruse, Ruse, Bulgaria; Department of Computer Systems and Technologies, University of Ruse, Ruse, Bulgaria",2021 5th International Symposium on Multidisciplinary Studies and Innovative Technologies (ISMSIT),"19 Nov 2021","2021","","","93","96","In this paper the smart animal farming problems are discussed. The offered on the market devices and sensors, which are used for monitoring and collecting data on the sensation and daily habits of the animals, are considered and analysed. Precise farming and the use of IoT offers a new and different way of farming. Data collection from each individual animal allows for individual care to be taken or individual way of farming the animals rather than the compulsory farming of a group or a herd. It achieves much more careful monitoring and more precise control over the farming. The main aim of these technologies is still using resources effectively which currently means that they are only used when, where and as much as needed. Software developers can create specialised apps on the bases of the data from these sensors and data collection devices that allow for data sharing and use from multiple different farms, data analysis and suggestions, tips and solutions for specific problems. This can be incredibly useful to prevent large disease hotspots by using the collected and analysed shared data to find early signs of the disease. Apart from data, these apps typically allow sharing photos, reports, warnings, questions and discussions between the farmers.","","978-1-6654-4930-4","10.1109/ISMSIT52890.2021.9604671","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9604671","smart farms;IoT;data collection;big data","Temperature sensors;Temperature measurement;Animals;Tracking;Cows;Software;Hardware","","4","","18","IEEE","19 Nov 2021","","","IEEE","IEEE Conferences"
"Water Quality Monitoring System for Nile Tilapia Farming Using LoRa Technology","N. Chansiri; P. Sangkaphet; B. Chaleamwong; C. Kaewklom; S. Makdee","Department of Software Engineering, Faculty of Computer Science, Ubon Ratchathani Rajabhat University, Ubon, Thailand; Department of Software Engineering, Faculty of Computer Science, Ubon Ratchathani Rajabhat University, Ubon, Thailand; Department of Software Engineering, Faculty of Computer Science, Ubon Ratchathani Rajabhat University, Ubon, Thailand; Department of Computer Science, Faculty of Computer Science, Ubon Ratchathani Rajabhat University, Ubon, Thailand; Department of Computer Science, Faculty of Computer Science, Ubon Ratchathani Rajabhat University, Ubon, Thailand",2024 8th International Conference on Information Technology (InCIT),"30 Dec 2024","2024","","","578","583","Fish farmers operating at Sirindhorn Dam in Ubon Ratchathani have faced significant challenges, including high mortality rates attributable to unstable weather conditions that compromise water quality. To tackle these issues, the Internet of Things has emerged as a tool to enhance aquaculture management. This research seeks to develop a prototype water quality monitoring system using LoRa technology to facilitate data transmission between sensor nodes in a peer-to-peer configuration. The development and testing of the system demonstrate its ability to accurately monitor key water quality parameters, including dissolved oxygen, pH, and water temperature, while allowing for remote data transmission. This research involved a sample group of five program development experts and 15 general users, with various tools employed for system efficiency assessment. A statistical analysis including the mean and standard deviation was performed to evaluate performance. The findings reveal a high overall efficiency assessment, with an average score of 4.43.","","979-8-3503-6630-3","10.1109/InCIT63192.2024.10810514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10810514","Nile tilapia farming;smart farming;Internet of Things;LoRa","Temperature sensors;Temperature measurement;Databases;LoRa;Water quality;Peer-to-peer computing;Servers;Monitoring;Farming;Testing","","","","13","IEEE","30 Dec 2024","","","IEEE","IEEE Conferences"
